iter	RMSE
842	0.04085055619
843	0.04079456134
844	0.0407862542
845	0.04075492453
846	0.04068653045
847	0.04062610481
848	0.04059171102
849	0.04056466205
850	0.04052214748
851	0.04050040824
852	0.04046207662
853	0.04042335243
854	0.04042044068
855	0.04037324119
856	0.04032200505
857	0.04027536576
858	0.04023844406
859	0.04021469208
860	0.0401661322
861	0.04012142743
862	0.04010094538
863	0.04006750211
864	0.04003452778
865	0.03996244199
866	0.03991792191
867	0.03991530872
868	0.03987716046
869	0.03981726527
870	0.03977283834
871	0.03972015578
872	0.03967431948
873	0.0396290282
874	0.03958581684
875	0.03957694767
876	0.03954566807
877	0.03952191882
878	0.03948488916
879	0.03947277149
880	0.03941416693
881	0.03934755579
882	0.03929124264
883	0.03925756107
884	0.03918244112
885	0.03914163063
886	0.03910044344
887	0.03905821183
888	0.03903571
889	0.0390078563
890	0.03898955962
891	0.03895624966
892	0.03891569015
893	0.03889330073
894	0.0388271671
895	0.03881648782
896	0.03879578694
897	0.03875580866
898	0.03872027306
899	0.03862540244
900	0.03859330405
901	0.0385686368
902	0.03853531048
903	0.03847053792
904	0.03846125142
905	0.03840621748
906	0.03837003707
907	0.03836637132
908	0.03836306536
909	0.03832814194
910	0.03828370213
911	0.03826103862
912	0.03820677239
913	0.03817997482
914	0.03812952695
915	0.03809245627
916	0.03805687956
917	0.03803869648
918	0.03799172089
919	0.03794350565
920	0.03791141892
921	0.03788725329
922	0.0378296983
923	0.03780056294
924	0.03776962375
925	0.03771891679
926	0.03770601382
927	0.03765781927
928	0.03760575794
929	0.03756128957
930	0.03750205735
931	0.03745841545
932	0.03741473857
933	0.0373748027
934	0.03734705994
935	0.03729073967
936	0.03725533707
937	0.03720668393
938	0.03717782607
939	0.03716390898
940	0.03712283626
941	0.03709634659
942	0.03705283851
943	0.03702945756
944	0.03699619209
945	0.03696004794
946	0.03691142542
947	0.03685744333
948	0.03682061984
949	0.03676544522
950	0.03672532361
951	0.0366784359
952	0.03661685149
953	0.03659453038
954	0.03653912297
955	0.03651748256
956	0.0364693097
957	0.03645445853
958	0.03640451839
959	0.0363937915
960	0.03635727115
961	0.03632245608
962	0.03629233103
963	0.03624863453
964	0.03620581204
965	0.0361927373
966	0.03616087846
967	0.03611735158
968	0.03609532421
969	0.03604490841
970	0.03602283237
971	0.03598612225
972	0.03593871739
973	0.03590670726
974	0.03586717663
975	0.03582672008
976	0.03579515789
977	0.03574578393
978	0.03569365712
979	0.03565978579
980	0.03560612876
981	0.03557376127
982	0.03551449881
983	0.03549369864
984	0.03545877606
985	0.0354346887
986	0.03540373717
987	0.03538275727
988	0.03533844813
989	0.03533058892
990	0.03531269421
991	0.03528063759
992	0.03524672425
993	0.03521018222
994	0.03515522566
995	0.03513467569
996	0.03510964437
997	0.03510677819
998	0.03506804029
999	0.03502226761
